"date","Area_Name","Area_Type","Mortgage Affordability Index","Deposit Affordability Index","Rent Affordability Index"
2019-09-30,"Buller District","TA",1.3848,0.9168,0.9499
2019-09-30,"Carterton District","TA",1.0169,0.6733,0.8543
2019-09-30,"Central Hawkes Bay District","TA",1.0966,0.726,0.7624
2019-09-30,"Central Otago District","TA",1.0875,0.72,0.8614
2019-09-30,"Christchurch City","TA",1.4302,0.9468,1.086
2019-09-30,"Clutha District","TA",1.1186,0.7406,0.8529
2019-09-30,"Dunedin City","TA",1.0362,0.686,1.0809
2019-09-30,"Far North District","TA",1.297,0.8587,0.9579
2019-09-30,"Gisborne District","TA",1.1996,0.7942,0.9461
2019-09-30,"Gore District","TA",1.3926,0.9219,0.8813
2019-09-30,"Grey District","TA",1.6373,1.084,1.0409
2019-09-30,"Hamilton City","TA",1.0433,0.6907,0.9344
2019-09-30,"Hastings District","TA",1.0553,0.6987,0.9578
2019-09-30,"Hauraki District","TA",1.1337,0.7506,0.9197
2019-09-30,"Horowhenua District","TA",1.0294,0.6815,0.885
2019-09-30,"Hurunui District","TA",1.463,0.9686,1.0306
2019-09-30,"Invercargill City","TA",1.1504,0.7616,0.9298
2019-09-30,"Kaikoura District","TA",1.4948,0.9896,0.9871
2019-09-30,"Kaipara District","TA",1.068,0.707,0.9165
2019-09-30,"Kapiti Coast District","TA",1.1549,0.7646,0.972
2019-09-30,"Kawerau District","TA",0.8077,0.5347,0.8458
2019-09-30,"Hutt City","TA",1.116,0.7389,0.9477
2019-09-30,"MacKenzie District","TA",0.9313,0.6166,0.8902
2019-09-30,"Manawatu District","TA",0.9434,0.6246,0.936
2019-09-30,"Marlborough District","TA",1.2802,0.8475,0.9154
2019-09-30,"Masterton District","TA",1.1693,0.7741,0.8693
2019-09-30,"Matamata Piako District","TA",1.0049,0.6653,0.8835
2019-09-30,"Napier City","TA",1.0668,0.7063,0.9339
2019-09-30,"Nelson City","TA",1.1731,0.7766,1.0435
2019-09-30,"New Plymouth District","TA",1.2442,0.8237,1.026
2019-09-30,"New Zealand","NZ",1.1256,0.7452,1.0107
2019-09-30,"Opotiki District","TA",1.192,0.7891,0.9228
2019-09-30,"Otorohanga District","TA",1.0518,0.6964,0.856
2019-09-30,"Palmerston North City","TA",1.1342,0.7509,0.9648
2019-09-30,"Porirua City","TA",1.1542,0.7641,0.9679
2019-09-30,"Queenstown Lakes District","TA",1.1235,0.7438,0.9333
2019-09-30,"Rangitikei District","TA",1.1004,0.7285,0.8807
2019-09-30,"Rotorua District","TA",1.0828,0.7169,0.8074
2019-09-30,"Ruapehu District","TA",1.184,0.7839,0.8685
2019-09-30,"Selwyn District","TA",1.4822,0.9813,1.2137
2019-09-30,"South Taranaki District","TA",1.2375,0.8193,0.9168
2019-09-30,"South Waikato District","TA",0.9924,0.657,0.7726
2019-09-30,"South Wairarapa District","TA",1.1694,0.7742,0.9743
2019-09-30,"Southland District","TA",1.1993,0.794,0.9949
2019-09-30,"Stratford District","TA",1.1257,0.7453,0.8723
2019-09-30,"Tararua District","TA",1.1038,0.7308,0.8678
2019-09-30,"Tasman District","TA",1.25,0.8276,1.067
2019-09-30,"Taupo District","TA",1.2125,0.8027,0.9152
2019-09-30,"Tauranga City","TA",1.175,0.7779,0.9594
2019-09-30,"Thames Coromandel District","TA",1.2454,0.8245,0.9318
2019-09-30,"Timaru District","TA",1.2896,0.8538,0.9843
2019-09-30,"Upper Hutt City","TA",0.9799,0.6487,0.921
2019-09-30,"Waikato District","TA",1.0931,0.7237,0.9762
2019-09-30,"Waimakariri District","TA",1.45,0.96,1.0744
2019-09-30,"Waimate District","TA",1.2743,0.8436,0.894
2019-09-30,"Waipa District","TA",0.994,0.6581,0.9396
2019-09-30,"Wairoa District","TA",1.2738,0.8433,0.7603
2019-09-30,"Waitaki District","TA",1.2115,0.8021,0.966
2019-09-30,"Waitomo District","TA",1.0924,0.7232,0.8643
2019-09-30,"Wellington City","TA",1.1736,0.7769,1.0125
2019-09-30,"Western Bay of Plenty District","TA",1.2145,0.8041,0.98
2019-09-30,"Westland District","TA",1.4884,0.9854,1.0278
2019-09-30,"Whakatane District","TA",1.15,0.7614,0.9243
2019-09-30,"Whanganui District","TA",1.0511,0.6959,0.7857
2019-09-30,"Whangarei District","TA",1.1948,0.791,0.9148
2019-09-30,"Auckland","Reg",1.0762,0.7125,1.0324
2019-09-30,"Bay of Plenty","Reg",1.1469,0.7593,0.9162
2019-09-30,"Canterbury","Reg",1.4509,0.9605,1.0986
2019-09-30,"Gisborne","Reg",1.1996,0.7942,0.9461
2019-09-30,"Hawke's Bay","Reg",1.0714,0.7093,0.9313
2019-09-30,"Manawatu-Wanganui","Reg",1.0702,0.7085,0.9176
2019-09-30,"Marlborough","Reg",1.2802,0.8475,0.9154
2019-09-30,"Nelson","Reg",1.1731,0.7766,1.0432
2019-09-30,"Northland","Reg",1.1894,0.7874,0.9309
2019-09-30,"Otago","Reg",1.0001,0.6621,1.0105
2019-09-30,"Southland","Reg",1.1817,0.7824,0.9267
2019-09-30,"Taranaki","Reg",1.2195,0.8074,0.996
2019-09-30,"Tasman","Reg",1.25,0.8276,1.0676
2019-09-30,"Waikato","Reg",1.1072,0.733,0.9417
2019-09-30,"Wellington","Reg",1.1311,0.7488,0.9938
2019-09-30,"West Coast","Reg",1.5562,1.0303,1.0294
2019-12-31,"Ashburton District","TA",1.5264,0.9586,1.0508
2019-12-31,"Buller District","TA",1.5181,0.9534,1.0411
2019-12-31,"Carterton District","TA",1.0551,0.6626,0.8295
2019-12-31,"Central Hawkes Bay District","TA",1.1607,0.7289,0.6827
2019-12-31,"Central Otago District","TA",1.1336,0.7119,0.8816
2019-12-31,"Christchurch City","TA",1.4875,0.9342,1.0828
2019-12-31,"Clutha District","TA",1.1159,0.7008,0.8602
2019-12-31,"Dunedin City","TA",1.0481,0.6582,1.0575
2019-12-31,"Far North District","TA",1.3621,0.8554,0.9517
2019-12-31,"Gisborne District","TA",1.199,0.753,0.9181
2019-12-31,"Gore District","TA",1.4293,0.8976,0.8628
2019-12-31,"Grey District","TA",1.6329,1.0255,1.0414
2019-12-31,"Hamilton City","TA",1.0678,0.6706,0.9294
2019-12-31,"Hastings District","TA",1.0967,0.6887,0.9449
2019-12-31,"Hauraki District","TA",1.1787,0.7402,0.9415
2019-12-31,"Horowhenua District","TA",1.0369,0.6512,0.8733
2019-12-31,"Hurunui District","TA",1.5566,0.9776,1.0396
2019-12-31,"Invercargill City","TA",1.2402,0.7789,0.9371
2019-12-31,"Kaikoura District","TA",1.5864,0.9962,1.1736
2019-12-31,"Kaipara District","TA",1.1401,0.716,0.9127
2019-12-31,"Kapiti Coast District","TA",1.1835,0.7433,0.9633
2019-12-31,"Kawerau District","TA",0.8327,0.5229,0.8155
2019-12-31,"Hutt City","TA",1.1568,0.7265,0.9425
2019-12-31,"MacKenzie District","TA",1.0088,0.6335,0.9919
2019-12-31,"Manawatu District","TA",1.1141,0.6996,0.9249
2019-12-31,"Marlborough District","TA",1.3405,0.8418,0.9208
2019-12-31,"Masterton District","TA",1.1932,0.7493,0.8865
2019-12-31,"Matamata Piako District","TA",1.0568,0.6637,0.8874
2019-12-31,"Napier City","TA",1.1144,0.6999,0.9319
2019-12-31,"Nelson City","TA",1.219,0.7656,1.0387
2019-12-31,"New Plymouth District","TA",1.2946,0.813,1.0223
2019-12-31,"New Zealand","NZ",1.1719,0.736,1.0058
2019-12-31,"Opotiki District","TA",1.3235,0.8312,0.8942
2019-12-31,"Otorohanga District","TA",1.1469,0.7203,0.8602
2019-12-31,"Palmerston North City","TA",1.1561,0.7261,0.9531
2019-12-31,"Porirua City","TA",1.1754,0.7381,0.9628
2019-12-31,"Queenstown Lakes District","TA",1.1673,0.7331,0.9069
2019-12-31,"Rangitikei District","TA",1.1263,0.7073,0.8557
2019-12-31,"Rotorua District","TA",1.1378,0.7146,0.7957
2019-12-31,"Ruapehu District","TA",1.2253,0.7695,0.9325
2019-12-31,"Selwyn District","TA",1.5753,0.9893,1.1985
2019-12-31,"South Taranaki District","TA",1.2637,0.7936,0.9515
2019-12-31,"South Waikato District","TA",1.0208,0.6411,0.7404
2019-12-31,"South Wairarapa District","TA",1.2342,0.7751,0.9269
2019-12-31,"Southland District","TA",1.2381,0.7775,0.9218
2019-12-31,"Stratford District","TA",1.2213,0.767,0.8841
2019-12-31,"Tararua District","TA",1.1342,0.7123,0.866
2019-12-31,"Tasman District","TA",1.3324,0.8367,1.057
2019-12-31,"Taupo District","TA",1.3064,0.8204,0.893
2019-12-31,"Tauranga City","TA",1.2379,0.7774,0.9578
2019-12-31,"Thames Coromandel District","TA",1.2588,0.7905,0.8878
2019-12-31,"Timaru District","TA",1.355,0.851,1.0045
2019-12-31,"Upper Hutt City","TA",1.1599,0.7284,0.9217
2019-12-31,"Waikato District","TA",1.087,0.6827,0.9945
2019-12-31,"Waimakariri District","TA",1.5209,0.9551,1.1122
2019-12-31,"Waimate District","TA",1.2474,0.7834,0.8803
2019-12-31,"Waipa District","TA",1.0414,0.654,0.947
2019-12-31,"Wairoa District","TA",1.2349,0.7755,0.7788
2019-12-31,"Waitaki District","TA",1.2358,0.7761,0.9461
2019-12-31,"Waitomo District","TA",1.0851,0.6815,0.88
2019-12-31,"Wellington City","TA",1.2015,0.7545,0.9787
2019-12-31,"Western Bay of Plenty District","TA",1.2814,0.8048,0.948
2019-12-31,"Westland District","TA",1.58,0.9922,0.9954
2019-12-31,"Whakatane District","TA",1.2021,0.7549,0.9167
2019-12-31,"Whanganui District","TA",1.0966,0.6887,0.7691
2019-12-31,"Whangarei District","TA",1.2488,0.7843,0.9222
2019-12-31,"Auckland","Reg",1.1202,0.7035,1.0318
2019-12-31,"Bay of Plenty","Reg",1.2035,0.7558,0.9077
2019-12-31,"Canterbury","Reg",1.5146,0.9511,1.1041
2019-12-31,"Gisborne","Reg",1.199,0.753,0.9181
2019-12-31,"Hawke's Bay","Reg",1.1135,0.6993,0.9228
2019-12-31,"Manawatu-Wanganui","Reg",1.117,0.7015,0.9171
2019-12-31,"Marlborough","Reg",1.3405,0.8418,0.9208
2019-12-31,"Nelson","Reg",1.219,0.7656,1.0382
2019-12-31,"Northland","Reg",1.2694,0.7972,0.9337
2019-12-31,"Otago","Reg",1.0411,0.6538,0.9951
2019-12-31,"Southland","Reg",1.2461,0.7826,0.9219
2019-12-31,"Taranaki","Reg",1.267,0.7957,0.9979
2019-12-31,"Tasman","Reg",1.3324,0.8367,1.0579
2019-12-31,"Waikato","Reg",1.1487,0.7214,0.9386
2019-12-31,"Wellington","Reg",1.1747,0.7377,0.974
2019-12-31,"West Coast","Reg",1.6138,1.0135,1.0382
2020-03-31,"Ashburton District","TA",1.5172,0.9491,1.0217
2020-03-31,"Buller District","TA",1.5001,0.9384,0.9842
2020-03-31,"Carterton District","TA",1.057,0.6612,0.7882
2020-03-31,"Central Hawkes Bay District","TA",1.1511,0.7201,0.7775
2020-03-31,"Central Otago District","TA",1.0788,0.6749,0.8522
2020-03-31,"Christchurch City","TA",1.4884,0.9311,1.0448
2020-03-31,"Clutha District","TA",1.0833,0.6777,0.9128
2020-03-31,"Dunedin City","TA",1.0113,0.6326,0.9979
2020-03-31,"Far North District","TA",1.3794,0.8629,0.9628
2020-03-31,"Gisborne District","TA",1.1572,0.7239,0.9404
2020-03-31,"Gore District","TA",1.3702,0.8572,0.8688
2020-03-31,"Grey District","TA",1.6619,1.0396,0.9963
2020-03-31,"Hamilton City","TA",1.0738,0.6717,0.9334
2020-03-31,"Hastings District","TA",1.0792,0.6751,0.9159
2020-03-31,"Hauraki District","TA",1.1781,0.737,0.8628
2020-03-31,"Horowhenua District","TA",1.0006,0.6259,0.8448
2020-03-31,"Hurunui District","TA",1.5654,0.9793,1.0816
2020-03-31,"Invercargill City","TA",1.167,0.73,0.9201
2020-03-31,"Kaikoura District","TA",1.6012,1.0017,1.0403
2020-03-31,"Kaipara District","TA",1.1084,0.6934,0.9082
2020-03-31,"Kapiti Coast District","TA",1.1471,0.7176,0.9618
2020-03-31,"Kawerau District","TA",0.8656,0.5415,0.8454
2020-03-31,"Hutt City","TA",1.1343,0.7096,0.9334
2020-03-31,"MacKenzie District","TA",0.9803,0.6132,1.0027
2020-03-31,"Manawatu District","TA",1.0974,0.6865,0.9055
2020-03-31,"Marlborough District","TA",1.3372,0.8365,0.914
2020-03-31,"Masterton District","TA",1.1817,0.7393,0.8747
2020-03-31,"Matamata Piako District","TA",1.0474,0.6552,0.8739
2020-03-31,"Napier City","TA",1.0864,0.6796,0.9236
2020-03-31,"Nelson City","TA",1.2204,0.7635,1.0346
2020-03-31,"New Plymouth District","TA",1.2888,0.8062,1.0269
2020-03-31,"New Zealand","NZ",1.1557,0.7229,0.9967
2020-03-31,"Opotiki District","TA",1.2533,0.784,0.8046
2020-03-31,"Otorohanga District","TA",1.0616,0.6641,0.8367
2020-03-31,"Palmerston North City","TA",1.1318,0.708,0.9532
2020-03-31,"Porirua City","TA",1.167,0.73,0.9482
2020-03-31,"Queenstown Lakes District","TA",1.1862,0.7421,0.9342
2020-03-31,"Rangitikei District","TA",1.0421,0.6519,0.8298
2020-03-31,"Rotorua District","TA",1.0954,0.6852,0.7827
2020-03-31,"Ruapehu District","TA",1.2406,0.7761,0.9328
2020-03-31,"Selwyn District","TA",1.5748,0.9852,1.2357
2020-03-31,"South Taranaki District","TA",1.2582,0.7871,0.8991
2020-03-31,"South Waikato District","TA",0.8934,0.5589,0.7141
2020-03-31,"South Wairarapa District","TA",1.186,0.742,0.9412
2020-03-31,"Southland District","TA",1.1502,0.7195,0.972
2020-03-31,"Stratford District","TA",1.148,0.7182,0.8822
2020-03-31,"Tararua District","TA",1.1018,0.6893,0.8666
2020-03-31,"Tasman District","TA",1.3252,0.829,1.0514
2020-03-31,"Taupo District","TA",1.2789,0.8,0.8948
2020-03-31,"Tauranga City","TA",1.2337,0.7718,0.9408
2020-03-31,"Thames Coromandel District","TA",1.2303,0.7696,0.9096
2020-03-31,"Timaru District","TA",1.355,0.8476,1.0016
2020-03-31,"Upper Hutt City","TA",1.164,0.7281,0.9133
2020-03-31,"Waikato District","TA",1.1139,0.6968,0.9688
2020-03-31,"Waimakariri District","TA",1.5195,0.9506,1.099
2020-03-31,"Waimate District","TA",1.2598,0.7881,0.9073
2020-03-31,"Waipa District","TA",1.0162,0.6357,0.9272
2020-03-31,"Wairoa District","TA",1.2167,0.7611,0.8194
2020-03-31,"Waitaki District","TA",1.2285,0.7685,0.9489
2020-03-31,"Waitomo District","TA",1.0856,0.6791,0.903
2020-03-31,"Wellington City","TA",1.1969,0.7487,0.9446
2020-03-31,"Western Bay of Plenty District","TA",1.2631,0.7902,0.9633
2020-03-31,"Westland District","TA",1.5435,0.9656,0.9418
2020-03-31,"Whakatane District","TA",1.1998,0.7506,0.9118
2020-03-31,"Whanganui District","TA",1.014,0.6343,0.7609
2020-03-31,"Whangarei District","TA",1.2092,0.7564,0.9071
2020-03-31,"Auckland","Reg",1.1018,0.6893,1.031
2020-03-31,"Bay of Plenty","Reg",1.2042,0.7533,0.8975
2020-03-31,"Canterbury","Reg",1.5174,0.9492,1.0729
2020-03-31,"Gisborne","Reg",1.157,0.7238,0.9402
2020-03-31,"Hawke's Bay","Reg",1.0831,0.6775,0.9155
2020-03-31,"Manawatu-Wanganui","Reg",1.0885,0.681,0.903
2020-03-31,"Marlborough","Reg",1.3372,0.8365,0.914
2020-03-31,"Nelson","Reg",1.2204,0.7635,1.0348
2020-03-31,"Northland","Reg",1.2525,0.7835,0.9248
2020-03-31,"Otago","Reg",1.0177,0.6367,0.9838
2020-03-31,"Southland","Reg",1.1674,0.7303,0.9119
2020-03-31,"Taranaki","Reg",1.2495,0.7817,0.9937
2020-03-31,"Tasman","Reg",1.3252,0.829,1.0508
2020-03-31,"Waikato","Reg",1.1419,0.7144,0.9396
2020-03-31,"Wellington","Reg",1.1607,0.7261,0.9488
2020-03-31,"West Coast","Reg",1.6167,1.0114,1.0032
2020-06-30,"Ashburton District","TA",1.7391,0.9346,1.0779
2020-06-30,"Buller District","TA",1.8116,0.9736,0.9569
2020-06-30,"Carterton District","TA",1.182,0.6352,0.8063
2020-06-30,"Central Hawkes Bay District","TA",1.3027,0.7001,0.7986
2020-06-30,"Central Otago District","TA",1.2579,0.676,0.8945
2020-06-30,"Christchurch City","TA",1.7229,0.9259,1.09
2020-06-30,"Clutha District","TA",1.2209,0.6561,0.7881
2020-06-30,"Dunedin City","TA",1.2033,0.6467,1.0688
2020-06-30,"Far North District","TA",1.6206,0.8709,0.9585
2020-06-30,"Gisborne District","TA",1.3442,0.7224,0.9112
2020-06-30,"Gore District","TA",1.5413,0.8283,0.8574
2020-06-30,"Grey District","TA",1.9542,1.0502,0.974
2020-06-30,"Hamilton City","TA",1.246,0.6697,0.9412
2020-06-30,"Hastings District","TA",1.2502,0.6719,0.9196
2020-06-30,"Hauraki District","TA",1.354,0.7277,0.926
2020-06-30,"Horowhenua District","TA",1.1638,0.6255,0.835
2020-06-30,"Hurunui District","TA",1.7752,0.9541,1.0111
2020-06-30,"Invercargill City","TA",1.3582,0.7299,0.8873
2020-06-30,"Kaikoura District","TA",1.844,0.991,1.1554
2020-06-30,"Kaipara District","TA",1.2295,0.6607,0.9071
2020-06-30,"Kapiti Coast District","TA",1.3499,0.7255,0.9531
2020-06-30,"Kawerau District","TA",0.9706,0.5216,0.8198
2020-06-30,"Hutt City","TA",1.3103,0.7042,0.9332
2020-06-30,"MacKenzie District","TA",1.1027,0.5926,1.1271
2020-06-30,"Manawatu District","TA",1.2283,0.6601,0.9209
2020-06-30,"Marlborough District","TA",1.5554,0.8359,0.91
2020-06-30,"Masterton District","TA",1.3413,0.7208,0.877
2020-06-30,"Matamata Piako District","TA",1.2033,0.6467,0.8567
2020-06-30,"Napier City","TA",1.2458,0.6695,0.9259
2020-06-30,"Nelson City","TA",1.4402,0.774,1.0532
2020-06-30,"New Plymouth District","TA",1.4871,0.7992,1.0198
2020-06-30,"New Zealand","NZ",1.3518,0.7265,1.0176
2020-06-30,"Opotiki District","TA",1.4913,0.8015,0.8579
2020-06-30,"Otorohanga District","TA",1.2778,0.6867,0.9054
2020-06-30,"Palmerston North City","TA",1.3148,0.7066,0.9449
2020-06-30,"Porirua City","TA",1.3482,0.7246,0.9671
2020-06-30,"Queenstown Lakes District","TA",1.4359,0.7717,1.1182
2020-06-30,"Rangitikei District","TA",1.2151,0.653,0.8199
2020-06-30,"Rotorua District","TA",1.2102,0.6504,0.7714
2020-06-30,"Ruapehu District","TA",1.3433,0.7219,0.9039
2020-06-30,"Selwyn District","TA",1.8294,0.9832,1.233
2020-06-30,"South Taranaki District","TA",1.3972,0.7509,0.8824
2020-06-30,"South Waikato District","TA",1.0751,0.5778,0.7333
2020-06-30,"South Wairarapa District","TA",1.3645,0.7333,0.9553
2020-06-30,"Southland District","TA",1.3407,0.7205,0.9567
2020-06-30,"Stratford District","TA",1.2765,0.686,0.848
2020-06-30,"Tararua District","TA",1.195,0.6422,0.8268
2020-06-30,"Tasman District","TA",1.5198,0.8168,1.0666
2020-06-30,"Taupo District","TA",1.446,0.7771,0.8903
2020-06-30,"Tauranga City","TA",1.414,0.7599,0.9473
2020-06-30,"Thames Coromandel District","TA",1.4545,0.7817,0.8999
2020-06-30,"Timaru District","TA",1.5588,0.8377,1.0155
2020-06-30,"Upper Hutt City","TA",1.3313,0.7154,0.9123
2020-06-30,"Waikato District","TA",1.2992,0.6982,0.9998
2020-06-30,"Waimakariri District","TA",1.7398,0.935,1.0915
2020-06-30,"Waimate District","TA",1.5145,0.8139,0.8996
2020-06-30,"Waipa District","TA",1.1821,0.6353,0.9236
2020-06-30,"Wairoa District","TA",1.5603,0.8386,0.7933
2020-06-30,"Waitaki District","TA",1.3999,0.7523,0.8953
2020-06-30,"Waitomo District","TA",1.3589,0.7303,0.8666
2020-06-30,"Wellington City","TA",1.4008,0.7528,0.9959
2020-06-30,"Western Bay of Plenty District","TA",1.4494,0.7789,0.972
2020-06-30,"Westland District","TA",1.7989,0.9668,1.0409
2020-06-30,"Whakatane District","TA",1.3597,0.7307,0.9263
2020-06-30,"Whanganui District","TA",1.2055,0.6479,0.7872
2020-06-30,"Whangarei District","TA",1.4087,0.7571,0.8986
2020-06-30,"Auckland","Reg",1.2942,0.6955,1.0353
2020-06-30,"Bay of Plenty","Reg",1.3595,0.7306,0.8979
2020-06-30,"Canterbury","Reg",1.7542,0.9428,1.1125
2020-06-30,"Gisborne","Reg",1.3439,0.7223,0.911
2020-06-30,"Hawke's Bay","Reg",1.2591,0.6767,0.9191
2020-06-30,"Manawatu-Wanganui","Reg",1.2504,0.672,0.8984
2020-06-30,"Marlborough","Reg",1.5554,0.8359,0.91
2020-06-30,"Nelson","Reg",1.4402,0.774,1.053
2020-06-30,"Northland","Reg",1.4487,0.7786,0.9185
2020-06-30,"Otago","Reg",1.2115,0.6511,1.1264
2020-06-30,"Southland","Reg",1.3533,0.7273,0.8841
2020-06-30,"Taranaki","Reg",1.4331,0.7702,0.9844
2020-06-30,"Tasman","Reg",1.5195,0.8166,1.0666
2020-06-30,"Waikato","Reg",1.3311,0.7154,0.9424
2020-06-30,"Wellington","Reg",1.343,0.7218,0.9839
2020-06-30,"West Coast","Reg",1.9345,1.0396,0.9861
2020-09-30,"Ashburton District","TA",1.8594,0.9122,1.052
2020-09-30,"Buller District","TA",1.9031,0.9337,0.9443
2020-09-30,"Carterton District","TA",1.2113,0.5943,0.8031
2020-09-30,"Central Hawkes Bay District","TA",1.3539,0.6642,0.7902
2020-09-30,"Central Otago District","TA",1.4058,0.6897,0.9092
2020-09-30,"Christchurch City","TA",1.8351,0.9003,1.085
2020-09-30,"Clutha District","TA",1.3047,0.6401,0.8789
2020-09-30,"Dunedin City","TA",1.283,0.6294,1.0809
2020-09-30,"Far North District","TA",1.6692,0.8189,0.9311
2020-09-30,"Gisborne District","TA",1.34,0.6574,0.9102
2020-09-30,"Gore District","TA",1.7018,0.8349,0.8627
2020-09-30,"Grey District","TA",2.1443,1.052,1.0087
2020-09-30,"Hamilton City","TA",1.3252,0.6501,0.9358
2020-09-30,"Hastings District","TA",1.3274,0.6513,0.9462
2020-09-30,"Hauraki District","TA",1.3894,0.6817,0.9489
2020-09-30,"Horowhenua District","TA",1.248,0.6123,0.859
2020-09-30,"Hurunui District","TA",1.8986,0.9315,1.0531
2020-09-30,"Invercargill City","TA",1.4913,0.7317,0.9183
2020-09-30,"Kaikoura District","TA",1.9352,0.9494,1.1609
2020-09-30,"Kaipara District","TA",1.3559,0.6652,0.9047
2020-09-30,"Kapiti Coast District","TA",1.4134,0.6934,0.9502
2020-09-30,"Kawerau District","TA",1.0865,0.533,0.8411
2020-09-30,"Hutt City","TA",1.4052,0.6894,0.9251
2020-09-30,"MacKenzie District","TA",1.2809,0.6284,1.0139
2020-09-30,"Manawatu District","TA",1.3354,0.6552,0.9006
2020-09-30,"Marlborough District","TA",1.6109,0.7903,0.9032
2020-09-30,"Masterton District","TA",1.3542,0.6644,0.8217
2020-09-30,"Matamata Piako District","TA",1.2716,0.6239,0.8795
2020-09-30,"Napier City","TA",1.3599,0.6672,0.9297
2020-09-30,"Nelson City","TA",1.5437,0.7573,1.0614
2020-09-30,"New Plymouth District","TA",1.5713,0.7709,1.0264
2020-09-30,"New Zealand","NZ",1.4308,0.702,1.0268
2020-09-30,"Opotiki District","TA",1.5507,0.7608,0.9267
2020-09-30,"Otorohanga District","TA",1.3504,0.6625,0.8495
2020-09-30,"Palmerston North City","TA",1.3801,0.6771,0.9496
2020-09-30,"Porirua City","TA",1.4217,0.6975,0.9694
2020-09-30,"Queenstown Lakes District","TA",1.5398,0.7554,1.1345
2020-09-30,"Rangitikei District","TA",1.3098,0.6426,0.8319
2020-09-30,"Rotorua District","TA",1.2881,0.632,0.7934
2020-09-30,"Ruapehu District","TA",1.4194,0.6964,0.9046
2020-09-30,"Selwyn District","TA",1.9883,0.9755,1.1877
2020-09-30,"South Taranaki District","TA",1.4865,0.7293,0.8786
2020-09-30,"South Waikato District","TA",1.2081,0.5927,0.7184
2020-09-30,"South Wairarapa District","TA",1.432,0.7025,0.8589
2020-09-30,"Southland District","TA",1.5592,0.765,0.9661
2020-09-30,"Stratford District","TA",1.4241,0.6987,0.8109
2020-09-30,"Tararua District","TA",1.2919,0.6338,0.853
2020-09-30,"Tasman District","TA",1.6339,0.8016,1.052
2020-09-30,"Taupo District","TA",1.5526,0.7617,0.8881
2020-09-30,"Tauranga City","TA",1.5216,0.7465,0.9381
2020-09-30,"Thames Coromandel District","TA",1.5149,0.7432,0.8906
2020-09-30,"Timaru District","TA",1.6897,0.829,0.9962
2020-09-30,"Upper Hutt City","TA",1.4067,0.6902,0.9248
2020-09-30,"Waikato District","TA",1.3949,0.6843,0.9841
2020-09-30,"Waimakariri District","TA",1.8694,0.9171,1.0883
2020-09-30,"Waimate District","TA",1.6204,0.795,0.8581
2020-09-30,"Waipa District","TA",1.267,0.6216,0.9236
2020-09-30,"Wairoa District","TA",1.5181,0.7448,0.7845
2020-09-30,"Waitaki District","TA",1.5046,0.7382,0.959
2020-09-30,"Waitomo District","TA",1.2528,0.6146,0.8297
2020-09-30,"Wellington City","TA",1.4875,0.7298,1.0247
2020-09-30,"Western Bay of Plenty District","TA",1.5598,0.7652,0.9494
2020-09-30,"Westland District","TA",1.9454,0.9544,0.9127
2020-09-30,"Whakatane District","TA",1.493,0.7325,0.9315
2020-09-30,"Whanganui District","TA",1.247,0.6118,0.7782
2020-09-30,"Whangarei District","TA",1.5008,0.7363,0.9184
2020-09-30,"Auckland","Reg",1.3597,0.6671,1.0491
2020-09-30,"Bay of Plenty","Reg",1.4682,0.7203,0.8979
2020-09-30,"Canterbury","Reg",1.8778,0.9213,1.1035
2020-09-30,"Gisborne","Reg",1.3397,0.6573,0.91
2020-09-30,"Hawke's Bay","Reg",1.3549,0.6647,0.932
2020-09-30,"Manawatu-Wanganui","Reg",1.337,0.6559,0.9033
2020-09-30,"Marlborough","Reg",1.6109,0.7903,0.9032
2020-09-30,"Nelson","Reg",1.5437,0.7573,1.0611
2020-09-30,"Northland","Reg",1.5346,0.7529,0.9239
2020-09-30,"Otago","Reg",1.3162,0.6457,1.1301
2020-09-30,"Southland","Reg",1.497,0.7345,0.9073
2020-09-30,"Taranaki","Reg",1.5263,0.7488,0.9853
2020-09-30,"Tasman","Reg",1.6336,0.8014,1.0528
2020-09-30,"Waikato","Reg",1.4119,0.6927,0.9379
2020-09-30,"Wellington","Reg",1.4181,0.6957,1.0001
2020-09-30,"West Coast","Reg",2.0577,1.0095,0.9768
2020-12-31,"Ashburton District","TA",1.8103,0.875,1.054
2020-12-31,"Buller District","TA",1.7378,0.8399,0.9231
2020-12-31,"Carterton District","TA",1.1536,0.5576,0.7946
2020-12-31,"Central Hawkes Bay District","TA",1.2977,0.6272,0.7335
2020-12-31,"Central Otago District","TA",1.3625,0.6585,0.8786
2020-12-31,"Christchurch City","TA",1.7511,0.8463,1.065
2020-12-31,"Clutha District","TA",1.2463,0.6024,0.8651
2020-12-31,"Dunedin City","TA",1.2124,0.5859,1.0201
2020-12-31,"Far North District","TA",1.6137,0.7799,0.9136
2020-12-31,"Gisborne District","TA",1.2443,0.6014,0.8929
2020-12-31,"Gore District","TA",1.532,0.7404,0.8289
2020-12-31,"Grey District","TA",1.9096,0.9229,1.0084
2020-12-31,"Hamilton City","TA",1.2393,0.599,0.9236
2020-12-31,"Hastings District","TA",1.217,0.5882,0.9042
2020-12-31,"Hauraki District","TA",1.3023,0.6294,0.8858
2020-12-31,"Horowhenua District","TA",1.1455,0.5536,0.7866
2020-12-31,"Hurunui District","TA",1.8755,0.9064,1.0081
