Year,govt_Housing_Affordability_Indices_Area_Name,govt_Housing_Affordability_Indices_Category,govt_Housing_Affordability_Indices_Mortgage Affordability Index,govt_Housing_Affordability_Indices_Deposit Affordability Index,govt_Housing_Affordability_Indices_Rent Affordability Index,govt_Banks_Mortgage_Rates_Category,govt_Banks_Mortgage_Rates_Floating rate,govt_Banks_Mortgage_Rates_2 year fixed rate,govt_House_Price_Index_Category,govt_House_Price_Index_House prices (annual % change),govt_Value_of_Housing_Stock_Category,govt_Value_of_Housing_Stock_House values,figure_Category,figure_Auckland,figure_Christchurch,figure_Wellington,infometrics_avg_quarterly_income_change_Category,infometrics_avg_quarterly_income_change_nz_change,infometrics_avg_quarterly_income_change_wlg_change,infometrics_avg_quarterly_income_change_akl_change,infometrics_avg_quarterly_income_change_chc_change,infometrics_avg_quarterly_income_Category,infometrics_avg_quarterly_income_nz_level,infometrics_avg_quarterly_income_wlg_level,infometrics_avg_quarterly_income_akl_level,infometrics_avg_quarterly_income_chc_level,infometrics_avg_house_price_wide_Category,infometrics_avg_house_price_wide_...1,infometrics_avg_house_price_wide_Christchurch City Level,infometrics_avg_house_price_wide_Christchurch City % Change,infometrics_avg_house_price_wide_Christchurch City Absolute change,infometrics_avg_house_price_wide_Auckland Level,infometrics_avg_house_price_wide_Auckland % Change,infometrics_avg_house_price_wide_Auckland Absolute change,infometrics_avg_house_price_wide_Wellington City Level,infometrics_avg_house_price_wide_Wellington City % Change,infometrics_avg_house_price_wide_Wellington City Absolute change,infometrics_avg_house_price_wide_Metro areas Level,infometrics_avg_house_price_wide_Metro areas % Change,infometrics_avg_house_price_wide_Metro areas Absolute change,infometrics_avg_house_price_wide_Rural areas Level,infometrics_avg_house_price_wide_Rural areas % Change,infometrics_avg_house_price_wide_Rural areas Absolute change,rbnz_Category,rbnz_house_price_annual_pct_change,rbnz_house_value_index,rbnz_debt_servicing_pct,rbnz_floating_rate,rbnz_two_year_fixed_rate,rbnz_cpi_annual_pct_change,rbnz_unemployment_rate,statsnz_Category,statsnz_official_cash_rate,statsnz_rent_auckland,statsnz_rent_canterbury,statsnz_rent_wellington,statsnz_consents_auckland,statsnz_consents_canterbury,statsnz_consents_wellington,statsnz_population_auckland,statsnz_population_canterbury,statsnz_population_wellington,statsnz_rent_yoy_auckland,statsnz_rent_yoy_canterbury,statsnz_rent_yoy_wellington,statsnz_rent_index_auckland,statsnz_rent_index_canterbury,statsnz_rent_index_wellington,statsnz_consents_per_1000_auckland,statsnz_consents_per_1000_canterbury,statsnz_consents_per_1000_wellington,statsnz_mortgage_Auckland,statsnz_mortgage_Canterbury,statsnz_mortgage_New_Zealand,statsnz_mortgage_Wellington,statsnz_deposit_Auckland,statsnz_deposit_Canterbury,statsnz_deposit_New_Zealand,statsnz_deposit_Wellington,statsnz_rent_Auckland,statsnz_rent_Canterbury,statsnz_rent_New_Zealand,statsnz_rent_Wellington
2011,Stratford District,Other,0.89735,0.9759,0.963625,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Taranaki,Other,0.91065,0.9913,0.9979,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Tararua District,Other,0.8875,0.9656750000000001,1.015425,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Tasman,Other,0.904,0.98405,1.00255,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Tasman District,Other,0.904,0.98405,1.00255,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Taupo District,Other,0.9128,0.993575,0.997925,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Tauranga City,Other,0.90705,0.9874499999999999,0.996275,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Thames Coromandel District,Other,0.917625,0.998825,1.005025,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Timaru District,Canterbury Rural,0.91865,1.000375,1.0117,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Upper Hutt City,Wellington Urban,0.91,0.990775,0.988575,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waikato,Other,0.9147000000000001,0.9956,1.001025,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waikato District,Other,0.8719250000000001,0.9485,0.9979,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waimakariri District,Canterbury Rural,0.9702500000000001,1.0568499999999998,1.042975,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waimate District,Canterbury Rural,0.914975,0.995575,1.002,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waipa District,Other,0.911125,0.991725,1.006675,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Wairoa District,Other,0.91885,1.0008249999999999,0.97495,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waitaki District,Other,0.920125,1.002175,1.0065,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Waitomo District,Other,0.904575,0.98455,0.971275,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Wellington,Wellington Rural,0.91945,1.000925,1.0241,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Wellington City,Wellington Urban,0.925875,1.008075,1.0408,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,West Coast,Other,0.9078999999999999,0.9882,0.977325,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Western Bay of Plenty District,Other,0.870125,0.9464,0.97865,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Westland District,Other,0.8728,0.949825,1.026175,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Whakatane District,Other,0.913925,0.994325,0.9809749999999999,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Whanganui District,Other,0.899675,0.9791,1.024375,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Whangarei District,Other,0.9180250000000001,0.9996,1.00275,National,5.949166666666667,6.3533333333333335,National,0.775,National,608893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,7,347120,-0.7,-2489,500745,-0.8,-3852,479856,-2.2,-10632,437596,0.6,2747,179493,-5,-9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Ashburton District,Canterbury Rural,1.040275,1.000375,0.985,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Auckland,Auckland Urban,1.004675,0.966625,1.0012125,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Bay of Plenty,Other,1.050325,1.00965,1.0077,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Buller District,Other,1.044025,1.003775,1.013775,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Canterbury,Canterbury Rural,1.0335,0.99385,0.9937,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Carterton District,Wellington Rural,1.0226,0.983525,0.997025,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Central Hawkes Bay District,Other,1.04895,1.00835,0.9767,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Central Otago District,Other,1.048475,1.007925,1.013325,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Christchurch City,Canterbury Urban,1.029325,0.9899249999999999,0.99295,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Clutha District,Other,1.0382,0.9979750000000001,1.013825,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Dunedin City,Other,1.036075,0.996225,1.11125,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Far North District,Other,1.0458,1.0056,1.004725,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Gisborne,Other,1.0610249999999999,1.01975,1.013925,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Gisborne District,Other,1.0610249999999999,1.01975,1.013925,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Gore District,Other,1.086425,1.043925,1.01805,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Grey District,Other,1.040575,1.0002,1.017225,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Hamilton City,Other,1.0316,0.99205,1.00475,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Hastings District,Other,1.03775,0.99775,1.0066000000000002,National,5.8133333333333335,5.609166666666667,National,4.45,National,637001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National,8,369047,6.3,21927,526830,5.2,26085,485402,1.2,5546,453369,3.6,15773,189916,5.8,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
